Wall time,Step,Value
1749571815.8246558,0,2.36037540435791
1749571995.136928,1,1.9873600006103516
1749572180.3365061,2,1.6656286716461182
1749572368.302319,3,1.3815321922302246
1749572557.238838,4,1.179663896560669
1749572748.599023,5,1.0575168132781982
1749572940.678328,6,0.9427661895751953
1749573132.898944,7,0.8391392827033997
1749573319.965847,8,0.8248112797737122
1749573509.721666,9,0.7495995759963989
1749573699.973194,10,0.6763233542442322
1749573892.3664,11,0.6258944272994995
1749574083.390968,12,0.6008568406105042
1749574275.139602,13,0.5789698362350464
1749574457.4326131,14,0.5567829012870789
1749574650.496297,15,0.4803740680217743
1749574830.074291,16,0.4710626006126404
1749575020.289328,17,0.45721635222435
1749575208.164624,18,0.4267812669277191
1749575396.2212029,19,0.3732604682445526
1749575583.870379,20,0.3785318434238434
1749575767.726868,21,0.3856118619441986
1749575954.68793,22,0.3518550992012024
1749576138.350739,23,0.3163318634033203
1749576325.198173,24,0.3113882839679718
1749576514.955519,25,0.2772592604160309
1749576705.386299,26,0.28295063972473145
1749576895.244312,27,0.27689704298973083
1749577085.3044748,28,0.2521021366119385
1749577265.277039,29,0.2267998903989792
1749577445.6578078,30,0.19112706184387207
1749577638.7284942,31,0.19524440169334412
1749577827.267145,32,0.2194933146238327
1749578012.466519,33,0.2241801917552948
1749578192.3191621,34,0.18576668202877045
1749578372.4047291,35,0.1780904233455658
1749578550.329016,36,0.15717758238315582
1749578987.438345,37,0.1716870367527008
1749579173.439042,38,0.15461064875125885
1749579353.253574,39,0.1889645755290985
1749579534.976255,40,0.14407458901405334
1749580168.2821681,41,0.15601779520511627
1749580348.51097,42,0.13684570789337158
1749580527.709172,43,0.12849940359592438
1749580707.2371368,44,0.11659713089466095
1749580897.9793742,45,0.1293310821056366
1749581100.549199,46,0.12338123470544815
1749581285.174006,47,0.11761700361967087
1749581466.607051,48,0.13961553573608398
1749581646.196993,49,0.10991296917200089
1749581828.4206522,50,0.11157122254371643
1749582009.760833,51,0.0990140363574028
1749582190.882782,52,0.1285133808851242
1749582371.593271,53,0.11213313043117523
1749582553.330621,54,0.08772988617420197
1749582733.994554,55,0.10358235985040665
1749585614.888242,56,0.08552990853786469
1749588759.598322,57,0.07693415135145187
1749591831.493064,58,0.08237357437610626
1749592017.141612,59,0.09241018444299698
1749592200.796797,60,0.09402824193239212
1749592384.2958488,61,0.06205960363149643
1749592564.072782,62,0.0846964418888092
1749593032.715565,63,0.07373599708080292
1749593211.887935,64,0.05020250007510185
1749593391.522273,65,0.045598287135362625
1749593570.597161,66,0.046601053327322006
1749593749.366752,67,0.049207016825675964
1749593929.426892,68,0.045442815870046616
1749594110.581475,69,0.05507747083902359
1749594290.995994,70,0.04568826034665108
1749594471.3829818,71,0.04854971170425415
1749594651.045484,72,0.049590397626161575
1749594831.406081,73,0.04709763079881668
1749595010.908865,74,0.04703954979777336
1749595190.922585,75,0.04512634873390198
1749595369.9835572,76,0.04371796175837517
1749599256.4319098,77,0.045435767620801926
1749600428.7135491,78,0.041553620249032974
1749600601.885504,79,0.04002059996128082
1749600774.254808,80,0.04566015303134918
1749600947.509156,81,0.04802658036351204
1749601129.8271239,82,0.039281848818063736
1749601328.5025122,83,0.04382817819714546
1749601501.071317,84,0.04187513515353203
1749601673.525055,85,0.04439752548933029
1749601847.854794,86,0.0422900952398777
1749602020.19236,87,0.043890345841646194
1749602193.475138,88,0.04230450093746185
1749602365.491217,89,0.04011599346995354
1749602538.6147158,90,0.04836349934339523
