Wall time,Step,Value
1749590606.6113,1,16.66666603088379
1749590853.248169,2,19.64285659790039
1749591140.7775629,3,20.663265228271484
1749591484.4818728,4,20.918367385864258
1749591838.94278,5,23.724489212036133
1749592098.4422631,6,24.319726943969727
1749592421.054191,7,23.214284896850586
1749592828.601275,8,25.680273056030273
1749593308.533389,9,24.149660110473633
1749593985.228961,10,24.65986442565918
1749594403.132948,11,25.4251708984375
1749594679.566227,12,25.255102157592773
1749594949.012723,13,27.5510196685791
1749595260.488222,14,30.187074661254883
1749595573.187531,15,31.207483291625977
1749595880.002796,16,33.163265228271484
1749596345.930515,17,32.99319839477539
1749596871.953526,18,33.67346954345703
1749597619.31968,19,32.65306091308594
1749597864.12,20,33.33333206176758
1749598130.079337,21,34.013607025146484
1749598353.6756349,22,35.62925338745117
1749598625.488956,23,35.96938705444336
1749599090.2496388,24,36.904762268066406
1749599834.4762182,25,35.54421615600586
1749600574.703789,26,37.24489974975586
1749601270.117762,27,35.374149322509766
1749601644.472696,28,40.731292724609375
1749602208.086844,29,44.8979606628418
1749602868.796475,30,49.23469543457031
1749603613.382551,31,47.95918273925781
1749604546.113227,32,51.10544204711914
1749605561.844646,33,52.63605499267578
1749606456.011987,34,53.14625930786133
1749607230.690582,35,53.82653045654297
1749608113.4656188,36,55.9523811340332
1749608886.9041579,37,57.14285659790039
1749610666.677715,38,58.24829864501953
1749610923.786498,39,59.77891159057617
1749611217.5223,40,59.35374069213867
1749611465.9500318,41,60.96938705444336
1749611963.036303,42,60.54421615600586
1749612307.332138,43,60.62925338745117
1749612668.145115,44,59.948978424072266
1749613292.232714,45,64.54081726074219
1749614005.085469,46,63.01020431518555
1749614556.2200818,47,64.45578002929688
1749615058.318777,48,64.7959213256836
1749615980.626219,49,65.13605499267578
1749616854.4697752,50,64.7959213256836
1749617145.591383,51,65.64625549316406
1749617403.6540601,52,66.49659729003906
1749617710.154804,53,67.77210998535156
1749618031.41394,54,65.73129272460938
1749678322.305991,60,70.06802368164062
1749678590.6656158,61,68.79251861572266
1749678878.175657,62,69.38775634765625
1749679129.5706959,63,70.74829864501953
1749679383.936822,64,75.1700668334961
1749679630.561592,65,75.0
1749679873.006521,66,75.08503723144531
1749680149.28748,67,76.0204086303711
1749680449.3110678,68,74.8299331665039
1749680806.123979,69,76.1054458618164
1749681050.546709,70,77.04081726074219
1749681293.2429771,71,77.63605499267578
1749681621.345782,72,76.36054229736328
1749681860.151142,73,77.63605499267578
1749682163.833034,74,75.6802749633789
1749682524.9599202,75,76.53060913085938
1749682914.2097652,76,77.89115905761719
1749683355.28255,77,77.2959213256836
1749683711.343217,78,77.12584686279297
1749684092.9913971,79,77.38095092773438
1749684322.1168141,80,76.1054458618164
1749684556.9527411,81,77.12584686279297
1749684857.6188512,82,76.4455795288086
1749685137.8318021,83,77.04081726074219
1749685443.835538,84,75.51020050048828
1749685772.9424949,85,76.0204086303711
1749686106.9765608,86,76.36054229736328
1749686442.014934,87,78.48639678955078
1749686786.345907,88,76.53060913085938
1749687127.080019,89,76.4455795288086
1749687467.617079,90,76.78571319580078
