epoch,connect_f,rate_type,block_1,block_2,block_3,block_4,block_5,block_6,block_7
38,,O_l,0.01814223705111323,0.021524690292976996,0.011901513950244802,0.036820489007073486,0.06890913817259643,0.08157788525830517,0.07931161141610361
39,,O_l,0.015979634748922816,0.022354924464010977,0.009929839555207673,0.03407952592179583,0.06264320579735008,0.08067060590864303,0.08532879803631757
40,,O_l,0.016271733351655906,0.02449918061763317,0.01206078830066028,0.03925753928519585,0.0709647444991378,0.08380333152977196,0.07295405757319819
41,,O_l,0.015227029720942179,0.020437257783906957,0.012094276445405979,0.03973112879572688,0.06900062217368737,0.08573776107650619,0.07948811848958333
42,,O_l,0.014511620810439992,0.01874572897816563,0.011379211872547595,0.03683241423185881,0.06879906181816582,0.08503104544974663,0.08503846864442566
43,,O_l,0.014320684043136803,0.01760869466506683,0.011421268050735062,0.03791024663426855,0.07536223128035262,0.08545073088224943,0.08153032182573199
44,,O_l,0.021986536480285025,0.02261225382486979,0.014272627529797254,0.035854898057542404,0.06728012497360643,0.09004390132319819,0.08150557784346847
45,,O_l,0.0223649009927973,0.023243555077561383,0.013015025370829816,0.03235418302518828,0.06057598354580167,0.08662785710515203,0.08140550218186939
46,,O_l,0.021236230124224414,0.02249337961007883,0.013921909504108603,0.03229893005646027,0.06426424593538851,0.08768153834987333,0.0896435986768018
47,,O_l,0.021545788860535837,0.02285373908979399,0.014073249456044786,0.0328182959341788,0.06198924296611064,0.08404403549056869,0.08364895657376126
48,,O_l,0.021453225934827645,0.020657004536809145,0.012866398235699078,0.034204010490898606,0.0685954394641223,0.08862414660754504,0.08929498346002253
49,,O_l,0.020513215446257376,0.02281771694217716,0.013373675647082629,0.03741540135564031,0.06671520611187359,0.0834598025760135,0.08162379909206081
50,,O_l,0.021167962535007582,0.021500788830422064,0.013175025716558233,0.03556700010557432,0.06379335420625704,0.08171287742820946,0.07882333016610361
51,,O_l,0.018766192702559737,0.022058126088735218,0.013706297487825961,0.035647160298115495,0.06230311350779491,0.08176580205693976,0.08253712697072071
52,,O_l,0.01722724413549578,0.018743389361613502,0.011640400499910922,0.03831969080744563,0.06439088701127886,0.08170916583086991,0.08734460779138513
53,,O_l,0.017954656938174825,0.019165035303648523,0.01184486483668422,0.04180928823110219,0.06870496595228041,0.0803676295924831,0.08099695154138514
54,,O_l,0.021706707439981068,0.017147554470612125,0.009514662596556518,0.03533801516971073,0.059522577234216625,0.08540619171417511,0.07744206608952703
55,,O_l,0.027294464073739606,0.018795342595727595,0.00997759415222718,0.031166343001632006,0.05237651515651394,0.08339684288780967,0.07443594717764639
56,,O_l,0.026586671536033217,0.018587821238749736,0.012120118012299409,0.03639016709886156,0.060185647225594725,0.0817587912619651,0.07931656021255633
57,,O_l,0.03301449549627734,0.01818239635175413,0.011722491668151308,0.03579144864468962,0.0657289865854624,0.08362544979061093,0.07391797314893017
58,,O_l,0.027009811353039093,0.01611722643310959,0.01182130005982545,0.03559713105897645,0.06514265730574326,0.08262730503941441,0.0692237647804054
59,,O_l,0.031228391168353797,0.019702523141293914,0.013817759247513503,0.03761355941360061,0.07221026033968538,0.07982807331257037,0.07345993454391891
60,,O_l,0.028033362181337035,0.018271309835416773,0.0122038458918666,0.039521475096006654,0.07035466786977407,0.08233202685106984,0.07508588911176801
61,,O_l,0.02826081417702339,0.016456539029473652,0.011670711878183727,0.03559235409573392,0.06690209191124719,0.08348688348993524,0.07940563854870496
62,,O_l,0.032026113287822615,0.01513140158610301,0.013575667733544704,0.03835147135966533,0.06186937211870072,0.07904313920854449,0.0771044481981982
63,,O_l,0.026283709852545113,0.012465670302107528,0.013143365447585648,0.039786940222387907,0.06229905824403506,0.07672476553702139,0.07696368243243241
64,,O_l,0.021747053877727407,0.011282885396802748,0.014132293494972026,0.04146085343919358,0.06773276801581855,0.07404980358776746,0.07716383375563063
65,,O_l,0.022408326869612343,0.011345901467778662,0.0137511158848668,0.040213155316876935,0.0664135013614689,0.07409736702034066,0.07941553614161037
66,,O_l,0.02338200874693759,0.011925818683864834,0.014026010358655777,0.04056490648974169,0.06790913762273015,0.07573610597902589,0.08181460268862613
67,,O_l,0.023525903353819978,0.012673558952572111,0.014275507883982613,0.04100885477151957,0.06899326771229237,0.0762648024000563,0.083459252709741
68,,O_l,0.02357698319194553,0.012786775021939664,0.014292042534630579,0.04017109913868948,0.06897247589386261,0.0770061596019848,0.08445835972691441
69,,O_l,0.023515060275524583,0.01283277638323672,0.01423666713474033,0.039930618561065945,0.06763547605222411,0.07745814967799831,0.086816186303491
70,,O_l,0.023173175148061803,0.012714745225133123,0.01420695502478797,0.04008063754519901,0.06674331802505631,0.07689412434895833,0.08692176062781533
71,,O_l,0.02291489627447214,0.012439605352040884,0.014026512970795503,0.03921112713513073,0.0648689957352372,0.07724205223289696,0.08808747712556307
72,,O_l,0.023184497211430524,0.012580615443152348,0.013816528492145713,0.03881980277396537,0.06539683299021677,0.07738295546523086,0.08829257724521397
73,,O_l,0.02270580344908946,0.012333319530830727,0.0140035968643051,0.0387705897425746,0.0652874096019848,0.07690979553772521,0.0886257962063626
74,,O_l,0.023010481182519377,0.012737648981111543,0.013787183675680076,0.03830920038996516,0.06486373763900619,0.07704863677153717,0.08929113439611487
75,,O_l,0.023442469335891104,0.012883607868675713,0.013610762518805426,0.037802060445149735,0.06373768024616414,0.07646357905757319,0.08910033079954954
76,,O_l,0.02520280821366353,0.013379386953405433,0.014131230276984137,0.03945922851562499,0.06655608855926239,0.07779659236873593,0.09051238738738739
77,,O_l,0.025465785248859507,0.013290169539752308,0.013939256066674581,0.038810858855376364,0.06559488794825098,0.07749471578512106,0.09092863615568694
78,,O_l,0.025607705384761363,0.013252434429821668,0.01380169928610862,0.0386794579995645,0.06525548299153645,0.07716603322072073,0.09071913710585586
79,,O_l,0.025531930429441435,0.013352940211424956,0.013528123632207645,0.037975783820624824,0.06382180978586009,0.07570407626865146,0.09036832242398649
80,,O_l,0.025581956983686562,0.013353334890829549,0.013401622170800561,0.037774850656320386,0.063745962606894,0.0765923852319116,0.0916627076295045
81,,O_l,0.02581358909069955,0.013366563900096997,0.013489660916027721,0.037819518699302335,0.06401261338242539,0.07711888218785191,0.09266181464667791
82,,O_l,0.02542834306085432,0.012840846100369013,0.01335161441081279,0.03729319357657218,0.06248384767824466,0.07673727499472129,0.0925875826998874
83,,O_l,0.025459163763501623,0.012868693819991102,0.013573670172476553,0.03742861532950186,0.06264856699350718,0.07709358833931587,0.09318253800675676
84,,O_l,0.025181977195782704,0.012690413105595221,0.013617612220145561,0.03716082186312289,0.062414942560969175,0.07751478590406813,0.09403043179898647
85,,O_l,0.025976515836543868,0.012774014795148695,0.013580648748724312,0.03674972809112824,0.06249422640413853,0.07744564022029841,0.09411951013513513
86,,O_l,0.0267163586240631,0.013359415638554204,0.01383624635301195,0.037215095382552965,0.06396683701523789,0.07822108913112331,0.09571907112190316
87,,O_l,0.02683334482145739,0.013554001713658236,0.014064103633433848,0.03787034696286863,0.0654933688876865,0.07953403232333896,0.09714322476773647
88,,O_l,0.026489316208942515,0.013329017806697535,0.014144785769350895,0.03812222867398648,0.06534868532472901,0.07998079866976351,0.09773708034206081
89,,O_l,0.026429139010541076,0.013120635672732516,0.014135395084415471,0.037393853471085835,0.06433435388513513,0.07888037879187781,0.0979053394214527
90,,O_l,0.026054218008711535,0.012922488891326628,0.013893363712070226,0.03718593528678825,0.06337012900962485,0.07868352666631474,0.09799496762387387
